date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2012-01-31,580.11,670.25,564.55,652.94,147136900,14.531051257393,16.7889488291318,14.1412921469398,16.3553543431456,5867308089,0.0,1.0
2012-02-29,618.25,625.6,579.14,584.94,94633500,15.4864119561518,15.6705205333904,14.5067539349547,14.6520368938641,3773655010,0.0,1.0
2012-03-30,641.24,658.589,593.84,622.26,94564700,16.0622835467251,16.4968549353661,14.8749710894318,15.5868575880874,3770911503,0.0,1.0
2012-04-30,604.85,653.14,590.2,640.77,117636800,15.1507582234993,16.3603641003494,14.7837935083232,16.0505106172963,4690946647,0.0,1.0
2012-05-31,580.86,637.85,579.0,603.79,117228000,14.5498378469072,15.9773681621212,14.5032471049121,15.1242065103193,4674645125,0.0,1.0
2012-06-29,580.07,587.89,556.5201,571.79,92914500,14.5300493059523,14.7259308126197,13.940152900087,14.3226453577162,3705107263,0.0,1.0
2012-07-31,632.97,642.6,562.09,581.82,102469600,15.8551300863493,16.0963498957107,14.0796721333334,14.5738846814853,4086131435,0.0,1.0
2012-08-31,685.09,688.99,623.41,637.3,94031300,17.1606728136515,17.258363079125,15.6156636920091,15.9635913298109,3749641366,0.0,1.0
2012-09-28,754.5,764.89,673.5,684.55,120233800,18.8993090512197,19.1595659379555,16.8703573836931,17.1471464692013,4794505982,0.0,1.0
2012-10-31,680.2976,774.38,669.7,759.05,143452800,17.0406290115348,19.3972789172743,16.7751719968215,19.0132810276054,5720398988,0.0,1.0
2012-11-30,698.37,699.22,636.0,679.5,93264000,17.4933206919818,17.5146121600978,15.9310279079864,17.0206500998062,3719044108,0.0,1.0
2012-12-31,707.38,738.28,682.3301,702.24,83306700,17.7190102540116,18.493017741994,17.0915406691181,17.5902594938747,3321981596,0.0,1.0
2013-01-31,755.69,760.95,695.52,719.42,104704600,18.9291171065821,19.0608737210412,17.4219316518281,18.0205976376785,4175255464,0.0,1.0
2013-02-28,801.2,808.97,758.1,758.2,92587100,20.0690873582998,20.2637164256662,18.9894846808875,18.9919895594894,3692051690,0.0,1.0
2013-03-29,794.188,844.0,793.3,797.8,85011800,19.8934452707356,21.1411753999064,19.8712019487509,19.9839214858357,3389975060,0.0,1.0
2013-04-30,824.57,827.64,761.2601,795.01,106996300,20.6544774875602,20.7313772606381,19.0686413495857,19.9140353728431,4266640499,0.0,1.0
2013-05-31,871.218,920.6,816.36,823.26,98734600,21.8229532577674,23.0599124089501,20.4488269543455,20.6216635778755,3937192618,0.0,1.0
2013-06-28,880.37,910.84,847.22,873.0,97063000,22.0521997474119,22.8154362574061,21.2218324908871,21.867590194453,3870535025,0.0,1.0
2013-07-31,887.75,928.0,875.61,886.45,102387300,22.237059788231,23.2452734254895,21.9329675259622,22.2044963664065,4082849597,0.0,1.0
2013-08-30,846.9,909.709,845.56,895.0,66906000,21.2138168793611,22.7871060804188,21.1802515060958,22.4186634868676,2667978693,0.0,1.0
2013-09-30,875.91,905.99,853.95,854.36,66180000,21.9404821617678,22.6939496452147,21.3904108207939,21.4006808230617,2639028338,0.0,1.0
2013-10-31,1030.58,1041.52,842.98,880.25,110337300,25.8147778953028,26.088811614349,21.1156256381672,22.0491938930896,4399867960,0.0,1.0
2013-11-29,1059.59,1068.0,1005.0,1031.79,52459700,26.5414431777095,26.752103468128,25.1740299489407,25.8450869263856,2091910466,0.0,1.0
2013-12-31,1120.71,1121.0,1049.02,1063.51,67617600,28.0724249791814,28.0796891271269,26.2766775094903,26.6396344189034,2696354828,0.0,1.0
2014-01-31,1180.97,1186.54,1082.27,1115.46,108913300,29.5818648246771,29.7213865628021,27.109549644617,27.9409188525825,4343083792,0.0,1.0
2014-02-28,1215.65,1228.88,1128.02,1179.2,81010500,30.4505567238107,30.7819521628401,28.2555316049792,29.5375284734238,3230417124,0.0,1.0
2014-03-31,1114.51,1226.99,1102.1,1206.75,87224100,27.9171225058646,30.7346099572644,27.6062670713707,30.227622528243,3478193894,0.0,1.0
2014-04-30,534.88,1144.8,511.0,1120.27,68887600,26.7134720620969,29.3814231493636,25.5208349980024,28.0614035133331,1503948049,567.971668498,1.0
2014-05-30,571.65,577.66,511.09,534.25,41456800,28.5498734375892,28.8500304206381,25.5253298613093,26.6820080189487,829136000,0.0,1.0
2014-06-30,584.67,589.6,547.47,569.75,39445800,29.2001303293191,29.4463489526853,27.342253495805,28.4549818788882,788916000,0.0,1.0
2014-07-31,579.55,608.91,572.1001,587.65,38583300,28.9444225500828,30.4107468466412,28.5723527484162,29.3489602477028,771666000,0.0,1.0
2014-08-29,582.36,597.81,567.45,578.555,29046600,29.084762171109,29.8563803721249,28.3401131499344,28.8947293390788,580932000,0.0,1.0
2014-09-30,588.41,605.4,577.01,582.95,35413703,29.3869168711831,30.2354471776725,28.8175675189772,29.1142284972319,708274060,0.0,1.0
2014-10-31,567.87,592.4,518.41,586.8,55503010,28.3610891786998,29.5861891444552,25.8909120769362,29.3065087609155,1110060200,0.0,1.0
2014-11-28,549.08,567.15,539.19,563.53,29775322,27.4226616060727,28.3251302722447,26.9287260715713,28.1443368814565,595506440,0.0,1.0
2014-12-31,530.66,548.79,497.19,545.09,54469614,26.5027129159295,27.4081781576394,24.8311231950231,27.2233893328006,1089392280,0.0,1.0
2015-01-30,537.55,545.41,490.91,532.6,52843510,26.8468196735346,27.2393710690029,24.5174816220535,26.5996021916557,1056870200,0.0,1.0
2015-02-27,562.63,569.42,521.72,534.32,40420326,28.0993882483876,28.4385007134296,26.0562231607785,26.6855040237429,808406520,0.0,1.0
2015-03-31,554.7,583.2,550.33,567.0,43207344,27.7033408481251,29.1267142286399,27.4850902631128,28.3176388333999,864146880,0.0,1.0
2015-04-30,548.77,584.7,529.0,554.83,43746541,27.4071792991268,29.2016286170881,26.4198076593802,27.7098334284573,874930820,0.0,1.0
2015-05-29,545.32,558.24,532.235,550.51,32421761,27.234876205696,27.8801388048627,26.5813730238,27.4940799897266,648435220,0.0,1.0
2015-06-30,540.04,565.61,538.8506,548.73,35218182,26.9711775583585,28.2482181667713,26.9117754426117,27.4051815821015,704363640,0.0,1.0
2015-07-31,657.5,713.33,539.76,543.66,68543766,32.8374736031048,35.6257871411449,26.9571935391815,27.1519709491467,1370875320,0.0,1.0
2015-08-31,647.82,704.0,593.09,657.66,55344735,32.3540260829861,35.1598196449974,29.6206497631414,32.845464471206,1106894700,0.0,1.0
2015-09-30,637.2,681.99,617.84,633.66,43458108,31.8236322127732,34.0605758518349,30.8567371725358,31.6468342560356,869162160,0.0,1.0
2015-10-30,737.39,752.5,631.115,637.94,50293840,36.8274139318532,37.5820515381542,31.5197295103019,31.860589977741,1005876800,0.0,1.0
2015-11-30,762.85,782.9,731.45,737.88,37574197,38.0989608184464,39.10031647737,36.5307529535985,36.8518859654129,751483940,0.0,1.0
2015-12-31,778.01,798.69,736.26,766.94,43650531,38.856095571029,39.8889152731008,36.7709784258889,38.3032273842817,873010620,0.0,1.0
2016-01-29,761.35,769.2,687.78,762.2,51999240,38.0240464299983,38.4160983962103,34.3497453912448,38.0664979167856,1039984800,0.0,1.0
